date,AOS/dust,Bio. burning,Chlorure,Débris végétaux,Industrial,Nitrate-rich,Primary bio,Sea/road salt,Sulfate-rich,Vehicular
2013-01-02,0.08710592691640691,0.43950663041130583,0.3957432319421039,0.0,0.0,0.0016395226046773263,0.04040969040739921,0.0,0.011199852019420512,0.0
2013-01-05,0.0870845270719404,1.9688257875773887,0.12546834638488888,0.0,1.2547447437457961,0.020773907793233005,0.06273356885136547,0.0,0.019137390443959925,0.0
2013-01-08,0.876195231836027,1.5863704742306322,0.7217986964705292,0.0,1.1685977578844398,0.04284042059975986,0.052641048274002886,0.0,0.043346841041810975,0.0
2013-01-11,0.0,0.9009837742481274,0.14871712257247746,0.0,1.2446294202446562,0.008813409484165481,0.03032094202984129,0.0,0.011078111483195348,0.0
2013-01-14,0.25836460221284485,0.4643324991134989,0.0,0.0,0.0876198214260829,0.029424854847077794,0.0,0.0,0.03614778792015905,0.0
2013-01-17,1.2923794070203531,0.4216543203333244,0.1709551767054512,0.0,0.6257605895567824,0.07320741565411219,0.2784637895798562,0.0,0.09133590663125113,0.0
2013-01-23,0.15509751275534361,1.849539897510876,1.004605667932389,0.0,3.0133659867296942,0.03535295994646496,0.07809208035603066,0.0,0.0,0.0
2013-01-26,0.4159915765841278,2.0792362393949047,1.1886611905817748,0.0,1.0773931102725132,0.06294461426974951,0.0,0.0,0.04169682694035378,0.0
2013-01-29,0.21057018958138282,2.1268085884095256,1.168468438803955,0.0,1.796081287158449,0.011996112344011182,0.04944222283965287,0.0,0.0,0.0
2013-02-01,0.4095673432752871,2.1047467847620203,1.1702252732765688,0.0,2.1178819633760324,0.008337515168623485,0.06113415613419045,0.0,0.0,0.0
2013-02-04,0.24168984340455474,1.0555685501506489,0.5403892701873023,0.0,0.44287331750815034,0.0189917871601956,0.0,0.0,0.02753055461113701,0.0
2013-02-07,0.002319101144833681,0.21110863835113036,0.20174749646804058,0.0,0.18182016099796233,0.010332894345566562,0.0,0.0,0.01632820677206724,0.0
2013-02-10,0.16851949520472706,1.1105962672944272,0.4940825837795203,0.0,0.24345138204419342,0.018736387706416353,0.0,0.0,0.01935757719968379,0.0
2013-02-13,0.0,0.6163611488003092,0.0,0.0,0.0,0.03707406848776621,0.0,0.0,0.1351597265393657,0.0
2013-02-16,0.0,1.7056056475071504,0.33217185121085835,0.0,1.2010557190089763,0.030689082143285064,0.015222335091717039,0.0,0.03429810824676081,0.0
2013-02-19,0.8363059217504869,1.4345751217777956,0.21267891096430386,0.0,1.9194660023921342,0.03644975871186139,0.0,0.0,0.01538506425794019,0.0
2013-02-22,0.327079502794749,0.43008345083037125,0.01402669656523501,0.0,0.2115214185749358,0.08364899665612037,0.0,0.0,0.08413962664254282,0.0
2013-02-25,0.0,0.4780615341649465,0.17243221902131536,0.0,0.3550478548900113,0.06405276412198056,0.0,0.0,0.21318182190827056,0.0
2013-02-28,0.7150544030033461,1.7522143775118806,1.1194072094576302,0.0,1.1942195388406236,0.12167797532385011,0.0,0.0,0.12952472039791857,0.0
2013-03-03,0.3814522276152106,1.6469770382737794,0.5057948135969452,0.0,0.20167287283646332,0.12175743293169254,0.0,0.0,0.10133859715890849,0.0
2013-03-12,0.37592678777396243,0.11883451063556362,0.09285412420625568,0.0,0.3747949671974564,0.006873083078370376,0.047175130757053395,0.0,0.00042919778568492644,0.0
2013-03-15,0.5987676481724314,0.13238603692203135,0.14383702681521707,0.0,0.23497563020944706,0.030558544644686783,0.0007083248183196627,0.0,0.03642232808157798,0.0
2013-03-18,0.14021606091334546,0.2821273593801004,0.31416972019518663,0.0,0.9674584405733112,0.014895463698747358,0.0,0.0,0.018857858643242468,0.0
2013-03-21,0.6194826976159952,0.4199755945845142,0.19886281764263775,0.0,0.29792406645884856,0.003633908561522372,0.04439501950102042,0.0,0.006886243725610967,0.0
2013-03-24,0.0,0.5318669766698628,1.1499023856118888,0.0,0.0,0.10927691295701339,0.002329144769386104,0.0,0.08234818276096072,0.0
2013-03-27,0.7709507967498219,0.6183898204000798,0.0858788406705448,0.0,0.14673888520719575,0.043122778884771354,0.04227692931070494,0.0,0.06710427096985107,0.0
2013-03-30,0.026401844112089193,0.5838009696239908,0.03900172529202517,0.0,0.12372930317713021,0.0045246851008702085,0.10032165380488045,0.0,0.008727604000178331,0.0
2013-04-05,0.5549407667050569,0.17997360097365073,0.033113076411597615,0.0,0.010268164927668137,0.12633333981190403,0.046311297001786704,0.0,0.0999825351494756,0.0
2013-04-08,0.18392738322060093,0.46956647184090705,0.2954084631728299,0.0,0.038443787174387276,0.08449890928286354,0.02450609603096093,0.0,0.10048724534521544,0.0
2013-04-11,0.09447175338177326,0.05277589166803273,0.10292013505489814,0.0,0.1100347113602023,0.0002530441032610596,0.14295882819693023,0.0,0.01232768518759302,0.0
2013-04-14,0.6950669482716432,0.04036701466013578,0.14240986992264934,0.0,0.48507978271015945,0.0038343971327390795,0.16381154871707984,0.0,0.0,0.0
2013-04-17,2.2810950210611924,0.016057950047984357,0.15355383970078443,0.0,0.10371541310701765,0.006066020804427958,0.19764440876505776,0.0,0.026100172638814954,0.0
2013-04-23,1.3789631777317777,0.1896706512205543,0.029549522043073678,0.0,0.0,0.01006557625061095,0.14917541347500668,0.0,0.043238688857009586,0.0
2013-04-26,2.424730777120283,0.03475976635836978,0.17760078266111604,0.0,0.1765624159253918,0.012877382348135015,0.21748617973755902,0.0,0.015221449414266284,0.0
2013-04-29,0.01812524026622895,0.7128244833694022,0.43912186089552974,0.0,0.33257738625533617,0.024206192674855204,0.18972278917527588,0.0,0.0284689827992599,0.0
2013-05-02,1.7012448353971392,0.06515586010563296,0.14685834832182318,0.0,0.27608163714045303,0.008322758755738463,0.23131129202163075,0.0,0.0,0.0
2013-05-05,1.11484629732634,0.08320089398559263,0.0,0.0,0.0,0.0036821506805695624,0.22572843631073686,0.0,0.05516038738165583,0.0
2013-05-08,0.69789172774122,0.014223016585991831,0.0,0.0,0.12134497692329006,0.0009488799150826153,0.2640539863260625,0.0,0.013464115067890773,0.0
2013-05-11,0.08106689080796302,0.010585608407603106,1.153502811815023,0.0,0.10327078350257193,0.0,0.05883122815344673,0.0,0.005370726571919603,0.0
2013-05-14,1.124733025469859,0.0,0.015286845736332032,0.0,0.270662713836271,0.002956958120421937,0.12574250828847094,0.0,0.0,0.0
2013-05-20,0.20978267530501593,0.12248104783615132,0.20018803475716487,0.0,0.12402387029007549,0.0,0.07778275997204868,0.0,0.008054287321466048,0.0
2013-05-23,0.6321942052290912,0.02167128436454967,0.03069254891599645,0.0,0.07298039169970788,0.0004319939872090513,0.05216952329842063,0.0,0.011304676444689556,0.0
2013-05-26,0.15164785782734522,0.09889266880981838,0.0,0.0,0.12028898161273151,5.810621350648713e-05,0.05091903906317649,0.0,0.01981763995503127,0.0
2013-05-29,0.1940366697465715,0.10888894811768814,0.07802513989852705,0.0,0.09243293689420773,0.0,0.0750724344124019,0.0,0.006426180970263488,0.0
2013-06-04,1.0127262395322425,0.0040543001921415885,0.0,0.0,0.058340961973332835,0.00268595092224507,0.18821202315351038,0.0,0.01940610702619724,0.0
2013-06-07,0.9017038464400848,0.0,0.0,0.0,0.06602749626018807,0.0,0.338705820460245,0.0,0.029492268855457728,0.0
2013-06-10,0.5039663371858742,0.0,0.004728270555923416,0.0,0.14267052432651747,0.0006373067703304785,0.27680402166580664,0.0,0.011494358738033544,0.0
2013-06-13,1.335435894086934,0.0,0.0,0.0,0.16010556269084494,0.001405661838166797,0.23740339470615346,0.0,0.0069611183150888566,0.0
2013-06-16,0.40720480044618634,0.0,0.0,0.0,0.04658773416681603,0.0,0.3158085676459707,0.0,0.058280161943234564,0.0
2013-06-19,2.234357760746375,0.0,0.9473241883993901,0.0,0.13825201763233824,0.0,0.19558855987151916,0.0,0.054639038388254214,0.0
2013-06-22,0.2801881635997729,0.0,0.1453531098971393,0.0,0.13315545079137925,0.00017009603621697783,0.14169891346217445,0.0,0.009772797806630802,0.0
2013-06-25,0.00178419063254926,0.0,0.1621840179310685,0.0,0.06671667214707891,0.0,0.18661072433643303,0.0,0.01966123525701079,0.0
2013-06-28,1.3617149030917857,0.008027453520292351,0.0,0.0,0.05689591575888428,0.002572298165313306,0.11367712721327224,0.0,0.02096155729427681,0.0
2013-07-01,0.5236113944061135,0.0,0.0,0.0,0.05014032470633726,0.0,0.36460197211922246,0.0,0.026892456720808776,0.0
2013-07-04,0.15757989471345663,0.0,0.0,0.0,0.03323939765435023,0.0,0.29115724192253045,0.0,0.020909977021525375,0.0
2013-07-07,0.03421235934546925,0.0,0.0,0.0,0.0,0.0,0.5099259695936733,0.0,0.05193800690116294,0.0
2013-07-10,0.014214632688422298,0.0,0.0,0.0,0.08802554594013962,0.0002449280761742969,0.586218710642882,0.0,0.028774027423058707,0.0
2013-07-13,0.7621768605185604,0.0,0.0,0.0,0.0,0.0,0.3756733785458937,0.0,0.035562656869054056,0.0
2013-07-16,1.4738500880962009,0.0,0.0,0.0,0.0,0.0,0.2885167020592698,0.0,0.048615793634699526,0.0
2013-07-19,0.0,0.0,0.0,0.0,0.13327772393260184,0.0,0.5415747259547541,0.0,0.025921582877245473,0.0
2013-07-22,0.5504895990560267,0.0,0.0,0.0,0.07681532203805214,0.0,0.41141497169502866,0.0,0.022616008408443813,0.0
2013-07-25,1.1284565984070285,0.0,0.0,0.0,0.035598157705934726,0.0,0.43997052421629,0.0,0.042506581759892435,0.0
2013-07-28,1.3693332477218565,0.0,0.0,0.0,0.035550360023456816,0.0,0.07912566310250695,0.0,0.016629091696450615,0.0
2013-07-31,0.17183219112813994,0.0,0.017081853402424792,0.0,0.23468106309650183,0.00045997441625642206,0.5158294622879631,0.0,0.011428358173975256,0.0
2013-08-03,0.71051763597645,0.0,0.0,0.0,0.09910793883094897,0.0,0.26875037508286176,0.0,0.026657849673778055,0.0
2013-08-06,1.5899656441713836,0.0,0.0,0.0,0.0,0.0,0.306528956126512,0.0,0.05283372884195399,0.0
2013-08-09,0.12765863218040824,0.0,0.0,0.0,0.0,0.0,0.1757411305993109,0.0,0.037667464773265845,0.0
