date,Bio burning,Dust,Nitrate-rich,Primary bio,Sea/road salt,Secondary bio,Sulfate-rich,Vehicular
2013-11-17,1.1384008275861828,0.07058350068329049,0.2569318697795786,0.04481183961388579,0.0,0.004682501867644289,0.07700086959566683,0.194563514541192
2013-11-20,0.6763440941918627,0.020632686538096752,0.0719058933966456,0.01462372930259037,0.0014879796435664715,0.0,0.009787943473227685,0.37752232580846834
2013-11-26,0.9365206658451781,0.09168440012262198,0.21612693144370412,0.0,0.007862117114898575,0.0,0.028277915059852613,0.1681711299269018
2013-12-02,1.274138351575241,0.043650125219669544,0.4102984259981357,0.0,0.002777174531169375,0.005993558515082323,0.030133787874519282,0.07463853892086605
2013-12-05,2.5799095692263383,0.0,1.0427673790917036,0.0,0.0,0.020054318773455544,0.12814759680541346,1.2081068505399226
2013-12-08,2.920197308587371,0.06372891744831648,0.1436970171983468,0.0,0.006423374665272164,0.0,0.0,0.09639443429962403
2013-12-11,3.622793345608458,0.17412424211209215,0.4354668096074163,0.0,0.0038090971948942015,0.0,0.011543570609119654,1.1529534902447351
2013-12-14,3.113655517252663,0.10432798347788173,0.3144749101781391,0.0,0.006473294225571162,0.0,0.03064131989302092,0.9154432497953713
2013-12-26,2.085685347268136,0.0,0.11051141557299417,0.0,0.0018458789138382182,0.0,0.007907929323136945,0.09914384059488801
2013-12-29,1.1270622043911924,0.009711675314565654,0.021059598669247063,0.033429828642505786,0.005443368394524693,0.0,0.0,0.004718146477911924
2014-01-01,1.2345344200110155,0.051533326464263736,0.0,0.004454567208300975,0.003684559679418641,0.0,0.0,0.1131263892867169
2014-01-04,1.3135778721472606,0.011596249886476978,0.01775404706511313,0.017811960687787617,0.0018586478357040448,0.0,0.0,0.1281462137114246
2014-01-07,0.8428931939980407,0.06719753234793689,0.0,0.1554570722724095,0.005422349500013541,0.0,0.0,0.4200864391299718
2014-01-10,1.1123952144819083,0.1377418976598474,0.06751247852350899,0.12212328618826156,0.02365203696086803,0.003079090034546453,0.02625934040828569,0.6930084722134283
2014-01-13,1.966422378224758,0.08341845565170945,0.15784183471885685,0.020716450856644482,0.00402086199159708,0.0,0.02386234524817504,0.8930598109518515
2014-01-16,1.3460327931841436,0.15829042021170323,0.06733423786469384,0.06322663898427015,0.00462930658497456,0.0,0.0,1.4500001935942626
2014-01-19,2.2368698575015915,0.07389553880850794,0.34044654718793377,0.03285085786552385,0.0,0.0,0.07614536847409764,0.5454678260313759
2014-01-22,0.9078038963618821,0.1504746383783096,0.020482025364432773,0.06076254927222429,0.0008842123385646048,0.0,0.01868364046291778,0.44378864856528155
2014-01-25,1.1658851837424429,0.1366241046425833,0.1051182478413326,0.00040638256419292903,0.015469383589664322,0.0,0.0,0.31705903891012865
2014-01-28,0.8380043566745897,0.12353037629424618,0.008371358462010614,0.006349554979251265,0.01640735458470941,0.013755949783043333,0.0,0.19968631166593423
