date,Aged sea salt,Bio. burning,Marine bio/HFO,Nitrate-rich,Primary bio,Resuspended dust,Sea/road salt,Sulfate-rich,Vehicular
2014-06-04,0.03173217714865615,0.01602774832619982,0.23531549122068127,0.0,0.02470702447342416,0.10239491435762309,0.028798417375663177,0.0,0.6410862599689111
2014-06-05,0.023358408178871887,0.014484335524417613,0.14150028436838324,0.0,0.0197411974787656,0.08377765720169163,0.02875537041396562,0.0,0.6694529086401019
2014-06-10,0.002379913286149211,0.0032292944775750743,0.10469984411140444,0.0,0.023933657974256024,0.4182677107699271,0.0,0.0,1.384292455154109
2014-06-11,0.0,0.0024813328890190825,0.15912303040693646,0.0,0.02275325647552571,0.3524867354856358,0.0,0.0,1.3332324875459658
2014-06-13,0.0,0.0,0.10729142441119167,0.0,0.026497978471497735,0.3593130631094774,0.0,0.0,1.1062992981764395
2014-06-14,0.0016600629712028448,0.008773708157823456,0.0813756214133193,0.0,0.051286409944834334,0.20230752776112196,0.0,0.0,0.6183929410319586
2014-06-15,0.002188932590347114,0.022557571718355297,0.014564681284804284,0.0,0.10257281988966867,0.08005420577050533,0.015023389632446111,0.0,0.46180904036698556
2014-06-19,0.00815340662847415,0.0064585889551501486,0.06997266809425545,0.0,0.03349898046396719,0.20416925347671513,0.027937478141712112,0.0,0.8509994601357227
2014-06-20,0.05053643027378572,0.006161778800961263,0.20888137216285146,0.0,0.016932655981786577,0.0670221257613533,0.01588432886639718,0.0,0.8850394385411517
2014-06-21,0.05332768659704713,0.01579030020284871,0.35245492077106444,0.0,0.011926125487171793,0.0,0.0063279033695403395,0.0,0.7829195033248648
2014-06-23,0.04260338598662168,0.003609211474936848,0.3353504907924687,0.0,0.011193462487959875,0.014149115438507918,0.010632599539295672,0.0,0.9020594277438662
2014-07-05,0.07551082895559842,0.009889714337573664,0.22805906638127701,0.0,0.07041705492425666,0.1886548725134389,0.01411940343679749,0.0,0.9304260764150568
2014-07-09,0.0,0.011551851201031424,0.07463751263387247,0.0,0.0326035034649304,0.12039159627502351,0.018036676951274845,0.0,0.52194633554991
2014-07-10,0.0004069357902860071,0.0108395068309781,0.058569714775191586,0.0,0.0365110394607273,0.16693473916485219,0.03159646988600415,0.0,0.936099406149295
2014-07-11,0.01909806958020972,0.005057645027378609,0.0813756214133193,0.0,0.024747727973380377,0.23333628968767442,0.02315926539328369,0.0,0.8339794709330083
