date,Bio burning,Dust,Nitrate-rich,Primary bio,Sea/road salt,Secondary bio,Sulfate-rich,Vehicular
2013-11-14,0.798929874762305,0.0,0.5839162113807386,0.0,0.0,0.0,0.0,0.8012948727936464
2013-11-17,3.5669594574940415,0.0,0.14454511493569208,0.0,0.0,0.0,0.0,0.48304943975908843
2013-11-23,0.1982008412233461,0.004104641033429634,0.08327358168507205,0.0,0.11207270776778773,0.0,0.0,0.2705516296394075
2013-11-26,2.714157225260937,0.020578719529066643,0.3047159373528383,1.6833788070286978e-08,0.2278506751045385,0.0,0.0,0.3681832735528454
2013-11-29,3.6054266224116582,0.04636164872962421,1.3113164859124422,4.5297601682229494e-08,0.17877671003700576,0.0,0.0,0.5980112557760221
2013-12-11,6.9776745867444685,0.14895901146372068,0.2763274504036762,0.0,0.08356260304152617,0.0,0.0,1.6534347165682597
2013-12-14,6.397804432349575,0.0199939848012365,0.25721821876563866,0.0,0.2588770635809517,0.0,0.0,0.512601528689199
2013-12-17,6.683327553625464,0.15795292097912242,0.2519029295973681,0.0,0.11829776842484777,0.0,0.0,1.7746029711079145
2013-12-20,1.1063037168115477,0.003275429388801604,0.2895607089300987,2.2218995274626975e-08,0.19486365970672864,0.0,0.0,0.31190539332464645
2013-12-23,6.629097827725018,0.022338664046538847,0.1914021768907861,0.0,0.0,0.0,0.0,0.755272195010373
2013-12-26,1.0426558225434746,0.0,0.2165274011628489,0.0,0.12560560771608606,0.0,0.0,0.0
2013-12-29,1.8111893572935918,0.0,0.24398496023921612,5.994095790692836e-08,0.2500457380729677,0.0,0.0,0.0
2014-01-07,4.82831898950018,0.0,0.19225299744066351,5.375741624531135e-08,0.056847546140048395,0.0,0.0,0.8339978516165746
2014-01-10,6.103457399230571,0.031178130728899644,0.1918225720434077,2.6874269157491644e-07,0.16595972872384795,0.0,0.0,0.8614015223794613
2014-01-13,4.188765252923346,0.010856260382162863,0.2093602191765446,7.279348393297659e-08,0.08038623220362093,0.0,0.0,0.4710281098419254
2014-01-16,0.8134044839972635,0.006976826532127098,0.031085209097123985,5.212939022808614e-08,0.08182153727187624,0.0,0.0,0.1409236430206022
2014-01-19,2.52906209910258,0.0,0.06519945782986905,5.041256911055119e-08,0.06997035420789557,0.0,0.0,0.4447129956342542
2014-01-22,3.4969671706107675,0.003372933030880075,0.22923013379690788,3.196258699780006e-08,0.018538484677696452,0.0,0.0,0.3826918070957431
2014-01-25,3.7551276806423766,0.01045042805262881,0.3267380462765587,7.943286466496154e-08,0.6164448502465713,0.0,0.0,0.17271477059987153
2014-01-28,3.8009305707326453,0.006145026448069153,0.18322395970876937,0.0,0.3441860496823551,0.0,0.0,0.1659879971069931
2014-01-31,6.345953768834524,0.010276704692024432,0.32167297468751865,0.0,0.4764754416742115,0.0,0.0,1.0152727557420442
2014-02-03,1.9813143776288773,0.0,0.41786955048613367,0.0,0.16319700013098665,0.0,0.0,0.567552036383232
2014-02-06,2.271497203120381,0.02332779763953152,0.2716227271336087,1.0216011355235599e-07,0.5241751679444846,0.0,0.0,0.0
2014-02-15,1.0353194186083727,0.011911255618298013,0.043399569312604885,5.271547580300025e-08,0.20716641612026301,0.0,0.0,0.13414435469617683
2014-02-21,1.669022562251996,0.0,0.23973065553859477,0.0,0.12283032899722235,0.0,0.0,1.1333376367464503
2014-03-05,1.663768262130645,0.01818168429289333,0.1701608114386598,1.103594509033746e-08,0.5310818655767102,0.0,0.0,0.3232250855982266
2014-03-08,2.6865960760001877,0.04815641520539877,0.0,3.0725284697184246e-08,2.366458364336472,0.0,0.0,0.8856067868919614
2014-03-11,1.4373324302248376,0.11439844452598394,0.32802932246832617,1.646585946660178e-07,1.5512114266837438,0.0,0.0,1.2817663958807322
2014-03-13,1.23072443730235,0.10697493408856608,0.1733940506989346,1.1541224122534168e-07,1.6778527665748229,0.0,0.0,1.9123374643114228
2014-03-16,0.26970048981628175,0.09652854089273002,1.171876563544327,1.7614951156982818e-07,0.8317051068389419,0.0,0.0,0.7081989120483841
2014-03-20,0.020090723679999735,0.10186966368235705,0.09419759516497232,6.483095984449906e-07,1.1215903942402508,0.0,0.0,1.1747774544065333
2014-03-26,0.140640071633063,0.04315755362279313,0.33779911732743384,5.03800114336719e-08,0.5814615391482002,0.0,0.0,0.380538760711873
2014-03-29,0.025324338515703242,0.027015384735289735,0.018052124634085825,0.0,0.13481460945012289,0.0,0.0,0.48997201767088405
2014-04-01,0.05152606234265328,0.12724073093592622,0.08254985577861328,6.089113340746766e-07,0.5041383963819893,0.0,0.0,1.0264921699882874
2014-04-04,0.0,0.15295693064292362,0.14149208349344264,3.611850099525438e-07,0.3467761645027127,0.0,0.0,0.3590598243518343
2014-04-07,0.046607715695667594,0.07591761159194167,0.02752563683743147,6.019255718866355e-07,0.2512148813900307,0.0,0.0,0.5602477848720029
